,ID,Smiles
D-erythro-Sphingosine,869,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO
Herniarin,870,O=C1C=CC2=CC=C(OC)C=C2O1
Fenretinide,871,CC(/C=C/C=C(/C=C/C1=C(CCCC(C)1C)C)C)=C\C(NC2=CC=C(O)C=C2)=O
Diflorasone,872,C[C@@]12[C@](C(CO)=O)(O)[C@@H](C)C[C@@]1([H])[C@]3([H])C[C@H](F)C4=CC(C=C[C@]4(C)[C@@]3(F)[C@@H](O)C2)=O
Hydroxysafflor yellow A,873,OC(C(O)=C1C(/C=C/C2=CC=C(O)C=C2)=O)([C@]([C@@H]([C@@H](O)[C@@H]3O)O)([H])O[C@@H]3CO)C(O)=C([C@@H]([C@@H]([C@@H](O)[C@@H]4O)O)O[C@@H]4CO)C1=O
Cefoselis (sulfate),874,O=C(C(N12)=C(CN3N(CCO)C(C=C3)=N)CS[C@]2([H])[C@H](NC(/C(C4=CSC(N)=N4)=N\OC)=O)C1=O)O.O=S(O)(O)=O
Cilastatin,875,O=C(O)/C(NC([C@@H]1C(C)(C)C1)=O)=C/CCCCSC[C@H](N)C(O)=O
Demethoxycurcumin,876,O=C(CC(/C=C/C1=CC=C(O)C=C1)=O)/C=C/C2=CC=C(O)C(OC)=C2.[(E)].[(E)]
(+)-Bicuculline,877,O=C1O[C@@H]([C@H]2N(C)CCC3=C2C=C(OCO4)C4=C3)C5=CC=C(OCO6)C6=C51
Lactose,878,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O1
2-Naphthol,879,OC1=CC=C2C=CC=CC2=C1
Anethole,880,C/C=C/C1=CC=C(OC)C=C1
Sulbactam,881,O=C([C@@H](C(C)(C)S([C@]1([H])C2)(=O)=O)N1C2=O)O
Thiamphenicol,882,O=C(N[C@H](CO)[C@H](O)C1=CC=C(S(=O)(C)=O)C=C1)C(Cl)Cl
Cytidine,883,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N=C(C=C2)N)=O)O1)O)O
D-Pantothenic acid (hemicalcium salt),884,O[C@@H](C(NCCC([O-])=O)=O)C(C)(C)CO.[0.5Ca2+]
Fidaxomicin,885,O=C(C(C(O)=C(Cl)C(O)=C1Cl)=C1CC)O[C@H]([C@H](O[C@H]2OC/C(C(O[C@](C/C=C3C)([H])[C@H](O)C)=O)=C\C=C\C[C@@H](/C(C)=C\[C@H](CC)[C@@H](O[C@@](OC(C)(C)[C@@H](OC(C(C)C)=O)[C@@H]4O)([H])[C@H]4O)\C(C)=C/3)O)C)[C@@H]([C@@H]2OC)O
Danofloxacin (mesylate),886,O=C(C1=CN(C2CC2)C3=C(C=C(F)C(N4[C@](C5)([H])CN(C)[C@]5([H])C4)=C3)C1=O)O.CS(=O)(O)=O
Amygdalin,887,O[C@H]1[C@H](O[C@@H](C#N)C2=CC=CC=C2)O[C@H](CO[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)O)[C@@H](O)[C@@H]1O
Thiostrepton,888,O=C([C@@H](NC(C(NC([C@@H](NC(C(NC(C=C1)C2([H])O)[C@@H](C)CC)=O)C)=O)=C)=O)C)N[C@](C3=NC(C(NC(C(N/C(C4=N[C@]5([H])CS4)=C\C)=O)[C@H](O)C)=O)=CS3)(CCC(C6=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS6)=N7)[C@@]7([H])C8=CSC([C@@]([C@H](OC(C9=CC([C@@H](O)C)=C1C2=N9)=O)C)([H])NC(C%10=CSC([C@](NC5=O)([H])[C@](C)(O)[C@H](O)C)=N%10)=O)=N8
Theophylline,889,O=C(N1C)N(C)C2=C(N=CN2)C1=O
Palmatine (chloride),890,COC1=C(OC)C2=C[N+]3=C(C4=CC(OC)=C(OC)C=C4CC3)C=C2C=C1.[Cl-]
Tinidazole,891,CC1=NC=C([N+]([O-])=O)N1CCS(=O)(CC)=O
Cycloheximide,892,O=C(CC(C[C@H]([C@H]1C([C@@H](C)C[C@H](C)C1)=O)O)C2)NC2=O
Adipic acid,893,OC(=O)CCCCC(O)=O
Shikimic acid,894,O=C(C1=C[C@@H](O)[C@@H](O)[C@H](O)C1)O
Berberine (chloride),895,COC1=C(OC)C2=C[N+]3=C(C(C(CC3)=C4)=CC5=C4OCO5)C=C2C=C1.[Cl-]
Methacycline (hydrochloride),896,O[C@@](C(O)=C(C(C1=C2C=CC=C1O)=O)[C@](C2=C)([H])[C@@H]3O)(C(C(C(N)=O)=C4O)=O)[C@]3([H])[C@@H]4N(C)C.Cl
Gigantol,897,COC1=CC(O)=CC(CCC2=CC(O)=C(OC)C=C2)=C1
"7,8-Dihydroxyflavone",898,O=C1C=C(C2=CC=CC=C2)OC3=C(O)C(O)=CC=C13
Cefonicid (sodium),899,O=C(C(N12)=C(CSC3=NN=NN3CS(=O)([O-])=O)CS[C@]2([H])[C@H](NC([C@H](O)C4=CC=CC=C4)=O)C1=O)[O-].[Na+].[Na+]
4-Allylcatechol,900,OC1=CC=C(CC=C)C=C1O
Ampicillin (sodium),901,[O-]C([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=CC=C3)N)=O)([H])SC1(C)C)=O.[Na+]
Dimetridazole,902,O=[N+](C1=CN=C(C)N1C)[O-]
Deoxycorticosterone (acetate),903,C[C@@]12[C@@H](C(COC(C)=O)=O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])CC2)=O
Valproic acid,904,CCCC(CCC)C(O)=O
Lasalocid,905,O=C(O)C1=C(CC[C@@H](C)[C@H](O)[C@H](C)C([C@@H]([C@H]2O[C@@]([C@H]3CC[C@](O)(CC)[C@H](C)O3)(CC)C[C@@H]2C)CC)=O)C=CC(C)=C1O
Daphnetin,906,O=C1C=CC2=CC=C(O)C(O)=C2O1
"2,5-Dihydroxybenzoic acid",907,OC(C=C1)=C(C(O)=O)C=C1O
Campathecin,908,O=C1C2=C([C@@](O)(CC)C(OC2)=O)C=C(N1C3)C(C3=C4)=NC5=C4C=CC=C5
Ceftizoxime,909,O=C(C(N12)=CCS[C@]2([H])[C@H](NC(/C(C3=CSC(N)=N3)=N\OC)=O)C1=O)O
Corticosterone,910,C[C@@]12[C@@H](C(CO)=O)CC[C@@]1([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])[C@@H](O)C2)=O
Cefmenoxime (hydrochloride),911,O=C(C(N12)=C(CSC3=NN=NN3C)CS[C@]2([H])[C@H](NC(/C(C4=CSC(N)=N4)=N\OC)=O)C1=O)O.[0.5HCl]
Cefazolin (sodium),912,O=C(C(N12)=C(CSC3=NN=C(C)S3)CS[C@]2([H])[C@H](NC(CN4N=NN=C4)=O)C1=O)[O-].[Na+]
S-Methyl-L-cysteine,913,N[C@@H](CSC)C(O)=O
Amoxicillin (sodium),914,O=C([C@@H]1N(C2=O)[C@]([C@@H]2NC([C@@H](C3=CC=C(O)C=C3)N)=O)([H])SC1(C)C)O[Na]
Tannic acid,915,O=C(C1=CC(OC(C2=CC(O)=C(O)C(O)=C2)=O)=C(O)C(O)=C1)OC3[C@H](OC(C4=CC(OC(C5=CC(O)=C(O)C(O)=C5)=O)=C(O)C(O)=C4)=O)[C@@H](OC(C6=CC(OC(C7=CC(O)=C(O)C(O)=C7)=O)=C(O)C(O)=C6)=O)[C@H](OC(C8=CC(OC(C9=CC(O)=C(O)C(O)=C9)=O)=C(O)C(O)=C8)=O)[C@@H](COC(C%10=CC(OC(C%11=CC(O)=C(O)C(O)=C%11)=O)=C(O)C(O)=C%10)=O)O3
Clofoctol,916,OC1=CC=C(C(C)(C)CC(C)(C)C)C=C1CC2=CC=C(Cl)C=C2Cl
Estropipate,917,C[C@]1([C@](CC2)([H])[C@]3([H])CCC4=C(C=CC(OS(=O)(O)=O)=C4)[C@@]3([H])CC1)C2=O.N5CCNCC5
"4',5-Dihydroxyflavone",918,O=C1C=C(C2=CC=C(O)C=C2)OC3=CC=CC(O)=C13
Gramine,919,CN(C)CC1=CNC2=C1C=CC=C2
Phytic acid,920,O=P(O)(O)O[C@H]([C@H]([C@H](OP(O)(O)=O)[C@H]1OP(O)(O)=O)OP(O)(O)=O)[C@H]([C@H]1OP(O)(O)=O)OP(O)(O)=O
Cinchonine,921,O[C@@H](C1=CC=NC2=CC=CC=C12)[C@]3([H])[N@@]4C[C@H](C=C)[C@@H](CC4)C3
(S)-2-Hydroxy-3-phenylpropanoic acid,922,O=C(O)[C@@H](O)CC1=CC=CC=C1
"2,3-Dimethoxybenzaldehyde",923,COC1=C(C=O)C=CC=C1OC
delta-Valerobetaine,924,C[N+](C)(C)CCCCC([O-])=O
Emodin,925,O=C1C2=C(C=C(C)C=C2O)C(C3=CC(O)=CC(O)=C31)=O
Hypericin,926,O=C1C2=C(O)C=C(O)C3=C2C4=C(C5=C6C(O)=CC(C)=C5C7=C4C1=C(O)C=C7C)C8=C3C(O)=CC(O)=C8C6=O
Indole-3-butyric acid,927,O=C(O)CCCC1=CNC2=C1C=CC=C2
Azetidine-2-carboxylic acid,928,O=C(O)C1NCC1
Cefaclor,929,O=C(C(N12)=C(Cl)CS[C@]2([H])[C@H](NC([C@H](N)C3=CC=CC=C3)=O)C1=O)O
Methoxsalen,930,O=C1OC(C(C=C1)=C2)=C(OC)C3=C2C=CO3
Pirmenol (hydrochloride),931,OC(C1=CC=CC=C1)(CCCN2[C@@H](C)CCC[C@H]2C)C3=CC=CC=N3.Cl[H]
Cordycepin,932,OC[C@@H]1C[C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O
Acevaltrate,933,O=C(CC(C)(C)OC(C)=O)O[C@@H]1[C@]2(CO2)[C@]([C@@H]3OC(CC(C)C)=O)([H])C(C(COC(C)=O)=CO3)=C1
Picrotoxin,934,C[C@]([C@@](C1)([C@]2([H])[C@@](C(O)(C)C)([H])[C@@]3([H])OC2=O)O)([C@]3([H])OC4=O)[C@@]54[C@@H]1O5.C[C@]([C@@](C6)([C@]7([H])[C@@](C(C)=C)([H])[C@@]8([H])OC7=O)O)([C@]8([H])OC9=O)[C@@]%109[C@@H]6O%10
Bekanamycin,935,O[C@H]1[C@](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@@]3([H])O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)([H])O[C@H](CO)[C@@H](O)[C@@H]1N
Enoxacin (hydrate),936,O=C(C1=CN(CC)C2=C(C=C(F)C(N3CCNCC3)=N2)C1=O)O.[1.5H2O]
Schisandrol B,937,O[C@@]([C@@H](C)C1)(C)CC2=CC(OC)=C(OC)C(OC)=C2C3=C1C=C4OCOC4=C3OC
L-Theanine,938,OC([C@@H](N)CCC(NCC)=O)=O
Transcrocetin meglumine salt,939,O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CNC.O=C(O)/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C(O)=O.O[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)CNC
Leonurine,940,O=C(OCCCCNC(N)=N)C1=CC(OC)=C(O)C(OC)=C1
7-Methoxyisoflavone,941,O=C1C(C2=CC=CC=C2)=COC3=CC(OC)=CC=C13
Astilbin,942,O=C1[C@@H]([C@@H](C2=CC(O)=C(O)C=C2)OC3=CC(O)=CC(O)=C13)O[C@@](O[C@@H](C)[C@H](O)[C@H]4O)([H])[C@@H]4O
Pristinamycin IA,943,O=C(C(N(C(C(CCC1)N1C(C(NC2=O)CC)=O)=O)C)CC3=CC=C(N(C)C)C=C3)N(CCC4=O)C(C4)C(NC(C5=CC=CC=C5)C(OC(C2NC(C(N=CC=C6)=C6O)=O)C)=O)=O
Piperacillin (sodium),944,O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC([C@H](NC(N3C(C(N(CC)CC3)=O)=O)=O)C4=CC=CC=C4)=O)N1C2=O)[O-].[Na+]
Isoquercitrin,945,O=C1C(O[C@@H]2O[C@@]([C@H](O)CO)([H])[C@H](O)[C@H]2O)=C(C3=CC(O)=C(O)C=C3)OC4=CC(O)=CC(O)=C14
Vitamin D2,946,C=C1/C(C[C@@H](O)CC1)=C\C=C2[C@@]3([H])[C@@](CCC\2)(C)[C@]([C@H](C)/C=C/[C@H](C)C(C)C)([H])CC3
Racanisodamine,947,O=C(OC1CC(N2C)CC(O)C2C1)C(CO)C3=CC=CC=C3
Artemotil,948,C[C@@H]1[C@@](CC[C@@H](C)[C@]2([H])CC[C@]3(C)O4)([H])[C@@]2(OO3)[C@]4([H])O[C@@H]1OCC
"14-Deoxy-11,12-didehydroandrographolide",949,O=C1OCC=C1/C=C/[C@@H]2C(CC[C@]3([H])[C@](C)(CO)[C@H](O)CC[C@@]23C)=C
L-Alanine,950,N[C@@H](C)C(O)=O
5-Amino-3H-imidazole-4-Carboxamide,951,O=C(C1=C(N)NC=N1)N
p-Hydroxycinnamic acid,952,O=C(O)/C=C/C1=CC=C(O)C=C1
"Methyl 3,4-dihydroxybenzoate",953,O=C(OC)C1=CC=C(O)C(O)=C1
Lactulose,954,OCC([C@H]([C@@H]([C@@H](CO)O)O[C@H]1[C@@H]([C@H]([C@H]([C@@H](CO)O1)O)O)O)O)=O
Daidzin,955,OC1=CC=C(C2=COC(C=C(O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)C=C4)=C4C2=O)C=C1
Squalene,956,C/C(C)=C\CC/C(C)=C/CC/C(C)=C/CC/C=C(C)/CC/C=C(C)/CC/C=C(C)\C
Rosmarinic acid,957,OC([C@H](OC(/C=C/C1=CC(O)=C(O)C=C1)=O)CC2=CC(O)=C(O)C=C2)=O
Deoxycytidine triphosphate,958,O[C@@H](C[C@H](N1C(N=C(C=C1)N)=O)O2)[C@H]2COP(O)(OP(OP(O)(O)=O)(O)=O)=O
3-Methyladenine,959,NC1=C2N=CN=C2N(C)C=N1
Progesterone,960,CC([C@H]1CC[C@@]2([H])[C@]3([H])CCC4=CC(CC[C@]4(C)[C@@]3([H])CC[C@]12C)=O)=O
Glycocholic acid,961,O=C(O)CNC(CC[C@@H](C)[C@H]1CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)=O
Monocrotaline,962,O=C(O[C@]1([H])CCN2[C@]1([H])C(CO3)=CC2)[C@H](C)[C@@](C)(O)[C@@](C)(O)C3=O
Maltol,963,O=C1C(O)=C(C)OC=C1
Spermine,964,NCCCNCCCCNCCCN
"3,4'-Dihydroxyflavone",965,O=C1C(O)=C(C2=CC=C(O)C=C2)OC3=C1C=CC=C3
Mezlocillin (sodium),966,O=C([C@@H](C(C)(C)S[C@]1([H])[C@@H]2NC([C@H](NC(N3CCN(S(=O)(C)=O)C3=O)=O)C4=CC=CC=C4)=O)N1C2=O)[O-].[Na+]
Linoleic acid,967,CCCCC/C=C\C/C=C\CCCCCCCC(O)=O
Tetrahydroberberine,968,COC1=CC=C(CC23)C(CN2CCC(C3=C4)=CC5=C4OCO5)=C1OC
NAD+,969,O[C@H]([C@@H]1O)[C@@H](O[C@@H]1COP(OP(OC[C@H]2O[C@@H]([N+]3=CC=CC(C(N)=O)=C3)[C@H](O)[C@@H]2O)([O-])=O)(O)=O)N4C(N=CN=C5N)=C5N=C4
Aminophylline,970,O=C(N1C)N(C)C2=C(N=CN2)C1=O.O=C(N3C)N(C)C4=C(N=CN4)C3=O.NCCN
Leupeptin (hemisulfate),971,O=C[C@@H](NC([C@@H](NC([C@@H](NC(C)=O)CC(C)C)=O)CC(C)C)=O)CCCNC(N)=N.[0.5H2SO4]
Paeonol,972,CC(C1=CC=C(OC)C=C1O)=O
Cephalexin,973,O=C(C(N12)=C(C)CS[C@]2([H])[C@H](NC([C@H](N)C3=CC=CC=C3)=O)C1=O)O
Isosilybin,974,O=C1[C@H](O)[C@@H](C2=CC=C(OC(C3=CC=C(O)C(OC)=C3)C(CO)O4)C4=C2)OC5=CC(O)=CC(O)=C15
Staurosporine,975,O=C(NC1)C2=C1C3=C(C4=C2C5=C(C=CC=C5)N4[C@H]6C[C@@H](NC)[C@@H](OC)[C@]7(C)O6)N7C8=CC=CC=C83
Minocycline (hydrochloride),976,OC1=C(C(N)=O)C([C@@]2(O)C(O)=C3C(C4=C(O)C=CC(N(C)C)=C4C[C@@]3([H])C[C@@]2([H])[C@@H]1N(C)C)=O)=O.Cl
Citicoline sodium salt,977,O[C@H]1[C@H](N(C=CC(N)=N2)C2=O)O[C@H](COP(OP(OCC[N+](C)(C)C)([O-])=O)(O)=O)[C@H]1O.[Na]
Oxyresveratrol,978,OC1=CC=C(/C=C/C2=CC(O)=CC(O)=C2)C(O)=C1
4-Hydroxybenzyl alcohol,979,OCC1=CC=C(O)C=C1
Cefotaxime (sodium salt),980,O=C(C(N12)=C(COC(C)=O)CS[C@]2([H])[C@H](NC(/C(C3=CSC(N)=N3)=N\OC)=O)C1=O)[O-].[Na+]
Acetylspiramycin,981,O[C@H]1[C@](O[C@H](C)[C@@H](O[C@@](O[C@@H](C)[C@@H]2O)([H])C[C@]2(O)C)[C@@H]1N(C)C)([H])O[C@@H]([C@H](C[C@H]([C@H](/C=C/C=C/C3)O[C@](CC[C@@H]4N(C)C)([H])O[C@@H]4C)C)CC=O)[C@H]([C@](CC(O[C@@H]3C)=O)([H])OC(C)=O)OC
Pulchinenoside C,982,O=C([C@]1(CC[C@H]2C(C)=C)[C@@]2([H])[C@](CC[C@@]3([H])[C@]4(CC[C@]5([H])[C@@]3(CC[C@H](O[C@@](OC[C@H](O)[C@@H]6O)([H])[C@@H]6O[C@@](O[C@@H](C)[C@H](O)[C@H]7O)([H])[C@@H]7O)[C@@]5(C)CO)C)C)([H])[C@@]4(C)CC1)O[C@@H]([C@@H]([C@@H](O)[C@@H]8O)O)O[C@@H]8CO[C@@H]([C@@H]([C@@H](O)[C@@H]9O[C@@](O[C@@H](C)[C@H](O)[C@H]%10O)([H])[C@@H]%10O)O)O[C@@H]9CO
D-Mannose,983,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)C=O
Fumitremorgin C,984,O=C([C@]1([H])CC2=C([C@H](/C=C(C)\C)N13)NC4=C2C=CC(OC)=C4)N5[C@](CCC5)([H])C3=O
D-(+)-Trehalose dihydrate,985,O[C@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O.[2 H2O]
Doxycycline (hyclate),986,O=C(C(C1=O)=C(O)[C@@H](N(C)C)[C@]2([H])[C@@H](O)[C@]3([H])[C@@H](C)C4=C(C(C3=C(O)[C@@]21O)=O)C(O)=CC=C4)N.Cl.[0.5H2O].[0.5C2H6O]
Thymidine,987,OC[C@@H]1[C@H](C[C@H](N2C(NC(C(C)=C2)=O)=O)O1)O
Cefoxitin (sodium),988,O=C(C(N12)=C(COC(N)=O)CS[C@]2([H])[C@@](NC(CC3=CC=CS3)=O)(OC)C1=O)O[Na]
Tryptamine,989,NCCC1=CNC2=C1C=CC=C2
Procyanidin B2,990,O[C@H]1[C@@H](C2=CC=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3[C@@H]1C4=C5C(C[C@@H](O)[C@@H](C6=CC=C(O)C(O)=C6)O5)=C(O)C=C4O
Spiramycin,991,O[C@H](C1)[C@H](OC)[C@@H](O[C@H]2[C@H](O)[C@@H](N(C)C)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@](O)(C)C3)[C@@H](C)O2)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](N(C)C)CC4)/C=C/C=C/C[C@@H](C)OC1=O
Cinchonidine,992,C=C[C@H]1C[N@](CC[C@H]1C2)[C@]2([H])[C@H](O)C3=CC=NC4=CC=CC=C34
Nalidixic acid,993,O=C(C1=CN(CC)C2=C(C=CC(C)=N2)C1=O)O
Eucalyptol,994,CC1(C)OC2(C)CCC1CC2
L-Ascorbic acid sodium salt,995,[O-]C([C@@]1([H])[C@H](CO)O)=C(O)C(O1)=O.[Na+]
Dobutamine (hydrochloride),996,OC1=CC=C(CCNC(C)CCC2=CC=C(O)C=C2)C=C1O.[H]Cl
"N-Benzoyl-(2R,3S)-3-phenylisoserine",997,O=C(C1=CC=CC=C1)N[C@](C2=CC=CC=C2)([H])[C@@H](O)C(O)=O
Sulfamethoxazole,998,O=S(C1=CC=C(N)C=C1)(NC2=NOC(C)=C2)=O
Ginkgolide C,999,O[C@@H]1C2([C@@](O3)([H])[C@H](O)[C@H]4C(C)(C)C)C4([C@H]5O)[C@](OC5=O)([H])OC2(C3=O)[C@@](O)([C@@H]6C)[C@@]1([H])OC6=O
3-Hydroxybutyric acid,1000,CC(O)CC(O)=O
Quinine,1001,[H][C@@]1([C@H](O)C2=CC=NC3=C2C=C(OC)C=C3)C[C@H]4[C@@H](C=C)C[N@@]1CC4
Aristolochic acid A,1002,OC(C1=CC2=C(OCO2)C3=C4C(C(OC)=CC=C4)=CC([N+]([O-])=O)=C31)=O
Oxymatrine,1003,O=C1CCC[C@]2([H])[C@@]3([H])CCC[N@@+]4([O-])[C@@]3([H])[C@](CCC4)([H])CN21
Isoorientin,1004,OC1=C(C2=O)C(OC(C3=CC(O)=C(O)C=C3)=C2)=CC(O)=C1[C@@H]([C@@H]([C@@H](O)[C@@H]4O)O)O[C@@H]4CO
Tetramethylpyrazine,1005,CC1=C(C)N=C(C)C(C)=N1
Sitafloxacin (hydrate),1006,N[C@H]1C2(CC2)CN(C(C(Cl)=C3N([C@H]4[C@@H](F)C4)C=C(C(O)=O)C5=O)=C(C=C35)F)C1.[1.5 H2O]
Flucloxacillin sodium,1007,[O-]C([C@@H]1N(C2=O)[C@]([C@@H]2NC(C(C(C(C(F)=CC=C3)=C3Cl)=NO4)=C4C)=O)([H])SC1(C)C)=O.[Na+]
Adenine,1008,NC1=C2N=CNC2=NC=N1
Phorbol,1009,O=C1C(C)=C[C@@]2([H])[C@]3(O)[C@@]([C@@](C4(C)C)([H])[C@@]4(O)[C@H](O)[C@H]3C)([H])C=C(CO)C[C@]12O
Ademetionine (disulfate tosylate),1010,N[C@@H](CC[S+](C[C@@H]1[C@H]([C@H]([C@H](N2C=NC3=C2N=CN=C3N)O1)O)O)C)C(O)=O.O=S(O)([O-])=O.O=S(O)(O)=O.OS(=O)(C4=CC=C(C)C=C4)=O
Tolnaftate,1011,S=C(OC1=CC=C2C=CC=CC2=C1)N(C)C3=CC=CC(C)=C3
Xylose,1012,O=C[C@@H]([C@H]([C@@H](CO)O)O)O
Physcion,1013,O=C1C2=C(C=C(C)C=C2O)C(C3=CC(OC)=CC(O)=C13)=O
Cefuroxime (sodium),1014,O=C(C(N12)=C(COC(N)=O)CS[C@]2([H])[C@H](NC(/C(C3=CC=CO3)=N\OC)=O)C1=O)[O-].[Na+]
Pyrogallol,1015,OC1=CC=CC(O)=C1O
Succinic acid,1016,O=C(O)CCC(O)=O
Roxithromycin,1017,C[C@H]([C@H]([C@](O)(C[C@H](/C1=N\OCOCCOC)C)C)O[C@@](O[C@H](C)C[C@@H]2N(C)C)([H])[C@@H]2O)[C@]([C@H](C(O[C@@H]([C@@](O)([C@H](O)[C@H]1C)C)CC)=O)C)([H])O[C@@](O[C@@H](C)[C@@H]3O)([H])C[C@@]3(C)OC
Bufalin,1018,O[C@]([C@@](CC[C@@]1([H])[C@@]2(CC[C@H](O)C1)C)([H])[C@]2([H])CC3)(CC[C@@H]4C(C=C5)=COC5=O)[C@]34C
Pneumocandin B0,1019,O=C([C@](NC(C(NC([C@@](C[C@@H](O)C1)([H])N1C2=O)=O)[C@H](O)[C@H](C3=CC=C(O)C=C3)O)=O)([H])[C@H](O)CC(N)=O)N4[C@@](C(N[C@@H]([C@@H](C[C@@H](C(NC2[C@H](O)C)=O)NC(CCCCCCCC[C@@H](C)C[C@@H](C)CC)=O)O)O)=O)([H])[C@@H](O)CC4
3-Methyluridine,1020,OC[C@@H]1[C@H]([C@H]([C@H](N2C(N(C)C(C=C2)=O)=O)O1)O)O
Lincomycin (hydrochloride hydrate),1021,C[C@@H](O)[C@](NC([C@H]1N(C)C[C@H](CCC)C1)=O)([H])[C@@]2([H])O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O.Cl.O
Bruceine A,1022,O=C([C@@]1([C@H]([C@H](O)[C@]2([H])[C@]3(C4)C)O)[C@@]([C@H](C5=O)OC(CC(C)C)=O)([H])[C@@]2([C@@](O5)([H])C[C@@]3([H])C(C)=C(O)C4=O)CO1)OC
Lovastatin,1023,O=C([C@@H](C)CC)O[C@@H]1[C@@]([C@H]2CC[C@@H](OC3=O)C[C@H](C3)O)([H])C(C=C[C@@H]2C)=C[C@H](C)C1
Xylitol,1024,OC[C@@H](O)[C@H](O)[C@@H](O)CO
Succinylsulfathiazole,1025,O=C(O)CCC(NC1=CC=C(S(=O)(NC2=NC=CS2)=O)C=C1)=O
Decanoic acid,1026,CCCCCCCCCC(O)=O
Uracil,1027,O=C1NC(C=CN1)=O
Oxindole,1028,O=C1NC2=C(C=CC=C2)C1
Quillaic acid,1029,OC([C@]1(CCC(C)(C)C2)[C@]2([H])C3=CC[C@@]4([H])[C@@](C)(CC[C@]5([H])[C@@]4(CC[C@H](O)[C@@]5(C)C=O)C)[C@]3(C)C[C@H]1O)=O
Ginsenoside Rd,1030,C[C@](CC/C=C(C)/C)([C@]1([H])[C@]([C@H](O)C[C@@]2([H])[C@@]3(C)CC[C@]4([H])[C@]2(C)CC[C@H](O[C@]5([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O[C@]6([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C4(C)C)([H])[C@@]3(C)CC1)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O
Fagomine,1031,O[C@@H]1CCN[C@@H]([C@H]1O)CO
Albendazole,1032,O=C(OC)NC1=NC2=CC=C(SCCC)C=C2N1
Myristic acid,1033,CCCCCCCCCCCCCC(O)=O
Lauric acid,1034,CCCCCCCCCCCC(O)=O
Levofloxacin,1035,O=C(C(C1=O)=CN2[C@@H](C)COC3=C(N4CCN(C)CC4)C(F)=CC1=C23)O
Pristimerin,1036,C[C@](C1=CC=C(C(C)=C2O)C3=CC2=O)(CC[C@]4(C)[C@@]5([H])C[C@@](C(OC)=O)(C)CC4)[C@]5(CC[C@]13C)C
Clotrimazole,1037,ClC1=CC=CC=C1C(N2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4
Arglabin,1038,C[C@]1(CC[C@](C2=C)([H])[C@@](OC2=O)([H])[C@@]3([H])C(C)=CC4)[C@]34O1
Reynoutrin,1039,O=C1C(O[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O)=C(C3=CC=C(O)C(O)=C3)OC4=CC(O)=CC(O)=C14
Glycolic acid,1040,O=C(O)CO
3-(Methylthio)propionic acid,1041,O=C(O)CCSC
Phloracetophenone,1042,CC(=O)C1=C(O)C=C(O)C=C1O
20-Deoxyingenol,1043,O=C1[C@@]2(C=C(C)[C@@H]3O)[C@]3(O)[C@H](O)C(C)=C[C@@]1([H])[C@@]4([H])[C@@](C4(C)C)([H])C[C@H]2C
Imperatorin,1044,O=C1C=CC2=CC3=C(OC=C3)C(OC/C=C(C)/C)=C2O1
Catharanthine,1045,O=C([C@@]12C3=C(CC[N@](C4)[C@]1([H])C(CC)=C[C@@]4([H])C2)C5=CC=CC=C5N3)OC
Scopoletin,1046,O=C1C=CC2=CC(OC)=C(O)C=C2O1
Dapsone,1047,O=S(C1=CC=C(N)C=C1)(C2=CC=C(N)C=C2)=O
